PERMIT NUMBER,OWNER NAME,OPERATING NAME,BUSINESS NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type
MI-W-21275,"WHISKEY POINT BREWING COMPANY, LLC",,WHISKEY POINT BREWING COMPANY,38230 MICHIGAN AVE,BEAVER ISLAND,MI,49782,,45.749731,-85.509182,1,range_interpolation
MI-W-21276,"THE WORKSHOP BREWING COMPANY, LLC",,THE WORKSHOP BREWING COMPANY,346 E FRONT ST,TRAVERSE CITY,MI,49684,,44.763798,-85.616221,1,rooftop
MI-W-21277,"HARBOR LIGHT BREWING, LLC",,HARBOR LIGHT BREWING,516 PHOENIX ST,SOUTH HAVEN,MI,49090,,42.403028,-86.273472,1,range_interpolation
MI-W-21278,URBANREST BREWING COMPANY LLC,,URBANREST BREWING COMPANY,2615 WOLCOTT ST,FERNDALE,MI,48220,OAKLAND,42.467759,-83.127857,1,rooftop
MI-W-21279,"SUPERIOR CULTURE, LLC",SUPERIOR CULTURE,SUPERIOR CULTURE,717 N 3RD ST BLDG 1,MARQUETTE,MI,49855,MARQUETTE,46.549345,-87.394909,1,range_interpolation
MI-W-21280,TANTRICK BREWING CO. LLC,TANTRICK BREWING,TANTRICK BREWING,633 HOOKER RD STE 3&4,ALLEGAN,MI,49010,ALLEGAN,42.522248,-85.834442,1,rooftop
MI-W-21281,LAZY BALLERINA WINERY LLC,LAZY BALLERINA WINERY,LAZY BALLERINA WINERY,4209 LAKE ST,BRIDGMAN,MI,49106,BERRIEN,41.943063,-86.555185,1,range_interpolation
MI-W-21282,"GRINNING MITTEN, LLC",RAILTOWN BREWING COMPANY,RAILTOWN BREWING COMPANY,3595 68TH ST SE,CALEDONIA,MI,49316,KENT,42.841459,-85.575721,1,rooftop
MI-W-21283,"BWD'Z, L.L.C.",,BWD'Z,550 S WISCONSIN AVE,GAYLORD,MI,49735,OTSEGO,45.021408,-84.68272,1,range_interpolation
MI-W-21284,CELLAR 1914 LLC,CELLAR 1914,CELLAR 1914,5833 SHOOKS RD,CENTRAL LAKE,MI,49622,ANTRIM,45.118895,-85.305369,1,range_interpolation
MI-W-21285,"BROOKS BREWING, LLC",BROOKS BREWING,BROOKS BREWING,22925 WOODWARD AVE,FERNDALE,MI,48220,OAKLAND,42.461911,-83.136057,1,rooftop
MI-W-21286,LEBOS LLC,BOS WINE,BOS WINE,231 E TWELFTH ST,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,44.754883,-85.619447,1,rooftop
MI-W-21287,"HAYMARKET BEER COMPANY, LLC",,HAYMARKET BEER COMPANY,9301 RED ARROW HWY,BRIDGMAN,MI,49106,BERRIEN,41.947028,-86.559539,1,range_interpolation
MI-W-21288,BEARDS BREWERY LLC,,BEARDS BREWERY,215 E LAKE ST,PETOSKEY,MI,49770,EMMET,45.375202,-84.957862,1,rooftop
MI-W-21289,MANNINA'S WINE HOUSE LLC,,MANNINA'S WINE HOUSE,201 N RIVERSIDE AVE UNIT B5,ST. CLAIR,MI,48079,ST CLAIR,42.825518,-82.486185,1,rooftop
MI-W-21290,"MOTOR CITY BREWING WORKS, INC.",,MOTOR CITY BREWING WORKS,19350 LIVERNOIS ST,DETROIT,MI,48201,WAYNE,42.434291,-83.141246,0.9,rooftop
MI-W-21291,"MICHIELS BREWING, LLC",GRAVEL BOTTOM CRAFT BREWERY AND SUPPLY,GRAVEL BOTTOM CRAFT BREWERY AND SUPPLY,452 ADA DR STE 100,ADA,MI,49301,KENT,42.955275,-85.484014,0.9,rooftop
MI-W-21293,SIETSEMA CIDER LLC,,SIETSEMA CIDER,70 N MAIN STREET,CEDAR SPRINGS,MI,49319,,43.224931,-85.550902,0.9,rooftop
MI-W-21294,"UNRULY BREWING COMPANY, LLC",UNRULY BREWING COMPANY,UNRULY BREWING COMPANY,2221 LEMUEL ST,MUSKEGON HEIGHTS,MI,49444,MUSKEGON,43.211686,-86.258615,1,rooftop
MI-W-21295,"THE MITTEN BREWING COMPANY, LLC",,THE MITTEN BREWING COMPANY,329 WATER ST,SAUGATUCK,MI,49453,ALLEGAN,42.657166,-86.20513,1,rooftop
MI-W-21296,"NEW HOLLAND BREWING COMPANY, LLC",,NEW HOLLAND BREWING COMPANY,417 BRIDGE ST NW,GRAND RAPIDS,MI,49504,KENT,42.970738,-85.679606,1,range_interpolation
MI-W-21297,TROUT POSSOM BREWING LLC,SILVER SPRUCE BREWING COMPANY,SILVER SPRUCE BREWING COMPANY,439 E 8TH ST,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,44.759722,-85.614043,0.9,rooftop
MI-W-21298,"ETON STREET BREWERY, LLC",,ETON STREET BREWERY,2265 -2273 CROOKS RD,ROCHESTER HILLS,MI,48309,OAKLAND,42.662644,-83.183666,0.33,place
MI-W-21299,SRDVINES INC.,THE WINE HOUSE,THE WINE HOUSE,426 S MAIN ST,NORTHVILLE,MI,48168,WAYNE,42.427284,-83.475231,0.9,rooftop
MI-W-21300,"MCCALLUM'S HARVEST, LLC",,MCCALLUM'S HARVEST,5697 HARRIS RD,JEDDO,MI,48032,ST CLAIR,43.134198,-82.569758,1,rooftop
MI-W-21301,"HARTLAND BREWING COMPANY, LLC",,HARTLAND BREWING COMPANY,1836 N OLD U.S. 23,HOWELL,MI,48843,LIVINGSTON,42.630701,-83.752513,0.9,range_interpolation
MI-W-21302,"KRC RESERVE, LLC",,KRC RESERVE,4900 W 32 MILE RD,WASHINGTON,MI,48095,MACOMB,42.80091,-83.071767,1,rooftop
MI-W-21303,JOHN STREET BREWERY INC,KELSEY BLOCK BREWING COMPANY,KELSEY BLOCK BREWING COMPANY,41 N MAIN ST,THREE RIVERS,MI,49093,ST. JOSEPH,41.945242,-85.633492,1,range_interpolation
MI-W-21304,"ONE BEER AT A TIME, LLC",BREWERY VIVANT,BREWERY VIVANT,2885 LAKE EASTBROOK BLVD,KENTWOOD,MI,49512,,42.909912,-85.575598,0.9,rooftop
MI-W-21305,"NORTHPORT WINE, LLC",,NORTHPORT WINE,5790 N OMENA RISE,OMENA,MI,49674,LEELENAU,45.053077,-85.5692,0.6,street_center
MI-W-21306,"SPECIATION ARTISAN ALES, LLC",,SPECIATION ARTISAN ALES,3720 WEST RIVER DR NE STE 20,COMSTOCK PARK,MI,49321,KENT,43.030002,-85.668711,1,rooftop
MI-W-21307,"CADILLAC STRAITS BREWING COMPANY, LLC",CADILLAC STRAITS BREWING COMPANY,CADILLAC STRAITS BREWING COMPANY,,MADISON HEIGHTS,MI,48071,OAKLAND,42.48587,-83.1052,1,place
MI-W-21308,"SCHMUCKS BREWING COMPANY, LLC",SCHMUCKS BREWING COMPANY,SCHMUCKS BREWING COMPANY,4944 MASON RD,HOWELL,MI,48843,LIVINGSTON,42.600408,-84.010814,1,rooftop
MI-W-21309,"NEW HOLLAND BREWING COMPANY, LLC",,NEW HOLLAND BREWING COMPANY,684 -690 COMMERCE CT,HOLLAND,MI,49424,OTTAWA,42.843818,-86.134355,0.33,place
MI-W-21310,"PRESIDENTIAL BREWING COMPANY, LLC",,PRESIDENTIAL BREWING COMPANY,8232 PORTAGE RD,PORTAGE,MI,49002,KALAMAZOO,42.197585,-85.560611,1,range_interpolation
MI-W-21311,"CHILL HILL, LLC",CHILL HILL,CHILL HILL,7707 LINCOLN AVE,BARODA,MI,49101,BEMEN,41.973342,-86.475125,1,range_interpolation
MI-W-21312,"BUCHANAN CRAFT, LLC",RIVER SAINT JOE,RIVER SAINT JOE,15475 WALTON RD,BUCHANAN,MI,49107,,41.838941,-86.34227,0.9,range_interpolation
MI-W-21313,"CBT, LLC",THIRD NATURE BREWING COMPANY,THIRD NATURE BREWING COMPANY,7733 CHILDSDALE AVE NE,ROCKFORD,MI,49341,KENT,43.103197,-85.578879,1,rooftop
MI-W-21314,"PIGEON HILL BREWING COMPANY, LLC",,PIGEON HILL BREWING COMPANY,895 FOURTH ST,MUSKEGON,MI,49440,MUSKEGON,43.233358,-86.258719,1,rooftop
MI-W-21315,SAND LAKE MICRO BREWERY,SAND LAKE MICRO BREWEY,SAND LAKE MICRO BREWEY,1353 N SAND LAKE RD,NATIONAL CITY,MI,48748,IOSCO,44.313846,-83.684662,1,range_interpolation
MI-W-21316,MICHIGAN WINE COMPANY LLC,,MICHIGAN WINE COMPANY,6781 124TH AVE,FENNVILLE,MI,49408,,42.594002,-86.209262,1,rooftop
MI-W-21317,"THE MITTEN BREWING COMPANY, LLC",THE MITTEN BREWING COMPANY,THE MITTEN BREWING COMPANY,540 LEONARD ST NW STE C & D,GRAND RAPIDS,MI,49504,KENT,42.984753,-85.681944,1,rooftop
MI-W-21318,AIMEE VINEYARDS LLC,,AIMEE VINEYARDS,16336 PENINSULA DR,TRAVERSE CITY,MI,49686,,44.924222,-85.511957,1,rooftop
MI-W-21319,"ARTISAN, LLC","ARTISAN, LLC",ARTISAN,417 HANCOCK ST,SAGINAW,MI,48602,SAGINAW,43.417586,-83.962772,1,range_interpolation
MI-W-21320,"GWIN GIRLS, LLC",GWIN GIRLS WINERY,GWIN GIRLS WINERY,3600 9 MILE RD,REMUS,MI,49340,MECOSTA,43.596679,-85.159851,1,range_interpolation
MI-W-21321,MANIACAL MEAD CO.,,MANIACAL MEAD CO.,1497 ECORSE RD,YPSILANTI,MI,48198,WASHTENAW,42.235441,-83.57994,1,rooftop
MI-W-21322,WHOLE HEARTED WINERY INC,WHOLE HEARTED WINE,WHOLE HEARTED WINE,56808 GRAND RIVER AVE BLDG A,NEW HUDSON,MI,48165,OAKLAND,42.51176,-83.613585,1,rooftop
MI-W-21323,"FIVE SHORES BREWING, LLC",FIVE SHORES BREWING,FIVE SHORES BREWING,163 BENZIE BLVD,BEULAH,MI,49617,BENZIE,44.629416,-86.093938,0.9,rooftop
MI-W-21324,RUSTIC LEAF BREWING COMPANY L.L.C.,,RUSTIC LEAF BREWING COMPANY L.L.C.,7200 HIGHLAND RD,WATERFORD,MI,48327,OAKLAND,42.660274,-83.430957,0.9,range_interpolation
MI-W-21325,"RAXX BREWING COMPANY, LLC",,RAXX BREWING COMPANY,,UBLY,MI,48475,HURON,43.71002,-82.93161,1,place
MI-W-21326,BOYNE VALLEY VINEYARDS LLC,BOYNE VALLEY VINEYARDS,BOYNE VALLEY VINEYARDS,1700 DYER RD,BOYNE CITY,MI,49712,CHARLEVOIX,45.226478,-85.016896,0.33,place
MI-W-21327,TRANSIENT ARTISAN ALES LLC,,TRANSIENT ARTISAN ALES,4229 LAKE ST,BRIDGMAN,MI,49106,BERRIEN,41.943066,-86.555543,1,range_interpolation
MI-W-21328,GRAVEL CAPITAL BREWING LLC,GRAVEL CAPITAL BREWING,GRAVEL CAPITAL BREWING,14 N WASHINGTON ST,OXFORD,MI,48371,,42.825316,-83.26491,1,rooftop
MI-W-21329,"PAINT CREEK VINEYARD, LLC",PAINT CREEK WINERY LLC,PAINT CREEK WINERY,6251 CARPENTER RD,YPSILANTI,MI,48197,WASHTENAW,42.196836,-83.677978,1,rooftop
MI-W-21330,"MONACIELLO CELLARS, LLC",MONACIELLO CELLARS,MONACIELLO CELLARS,55131 60TH AVE,LAWRENCE,MI,49064,VAN BUREN,42.20024,-86.089138,1,range_interpolation
MI-W-21331,EXFERIMENTATION BREWING COMPANY,EXFERIMENTATION BREWING COMPANY,EXFERIMENTATION BREWING COMPANY,"7 N SAGINAW ST STE 1A, 1B",PONTIAC,MI,48342,OAKLAND,42.636901,-83.292434,1,rooftop
MI-W-21332,NORTH GROVE BREWERS LLC,,NORTH GROVE BREWERS,8744 FERRY ST,MONTAGUE,MI,49437,,43.417602,-86.355516,1,rooftop
MI-W-21333,"CHATEAU AERONAUTIQUE WINERY, LLC",,CHATEAU AERONAUTIQUE WINERY,1849 RIVES EATON RD,JACKSON,MI,49201,JACKSON,42.365881,-84.424285,0.9,range_interpolation
MI-W-21334,ODD BROTHERS CRAFT CIDER LLC,,ODD BROTHERS CRAFT CIDER,4691 22 MILE RD,HOMER,MI,49245,CALHOUN,42.136508,-84.866075,1,range_interpolation
MI-W-21335,"GLENN VINEYARDS, LLC",GLENN VINEYARDS,GLENN VINEYARDS,2128 62ND ST,FENNVILLE,MI,49408,ALLEGAN,42.573743,-86.152165,1,rooftop
MI-W-21336,THISTLE BREWERY L.L.C.,WAYPOST BREWING CO.,WAYPOST BREWING CO.,6873 116TH AVE,FENNVILLE,MI,49408,ALLEGAN,42.534994,-86.215072,1,range_interpolation
MI-W-21337,GULL LAKE DISTILLING COMPANY LLC,,GULL LAKE DISTILLING COMPANY,92 E MICHIGAN AVE,GALESBURG,MI,49502,KALAMAZOO,42.28905,-85.418993,0.9,range_interpolation
MI-W-21338,"ANCHOR BAY BREWING COMPANY, LLC",COPPER HOP BREWING COMPANY,COPPER HOP BREWING COMPANY,23401 GREATER MACK AVE,SAINT CLAIR SHORES,MI,48080,MACOMB,42.465673,-82.898502,1,rooftop
MI-W-21339,"TENACITY BREWING, LLC",TENACITY CRAFT,TENACITY CRAFT,8517 2ND AVE,DETROIT,MI,48202,WAYNE,42.377018,-83.081899,1,rooftop
MI-W-21340,"BURZURK BREWING COMPANY, LLC",,BURZURK BREWING COMPANY,1442 WASHINGTON AVE,GRAND HAVEN,MI,49417,,43.061058,-86.206666,1,range_interpolation
MI-W-21341,"CHATEAU AERONAUTIQUE WINERY, LLC",,CHATEAU AERONAUTIQUE WINERY,101 CHIEF DR,JACKSON,MI,49201,JACKSON,42.361855,-84.425797,1,range_interpolation
MI-W-21342,TEBREW INC.,FLAT RIVER BREWING CO.,FLAT RIVER BREWING CO.,300 W GREENVILLE WEST DR,GREENVILLE,MI,48838,MONTCALM,43.180788,-85.277862,0.9,range_interpolation
MI-W-21343,"NORTHERN UNITED BREWING COMPANY, LLC",JOLLY PUMPKIN ARTISAN ALES,JOLLY PUMPKIN ARTISAN ALES,21931 MICHIGAN AVE STE 100,DEARBORN,MI,48124,,42.306067,-83.243517,1,rooftop
MI-W-21344,"CHATEAU AERONAUTIQUE WINERY, LLC",CHATEAU AERONAUTIQUE,CHATEAU AERONAUTIQUE,3358 AUBURN RD,AUBURN HILLS,MI,48326,OAKLAND,42.633281,-83.221173,1,rooftop
MI-W-21345,"CONFLUXCITY BREWING COMPANY, LLC",CONFLUXCITY BREWING COMPANY,CONFLUXCITY BREWING COMPANY,110 N WATER ST,PORTLAND,MI,48875,IONIA,42.871314,-84.903318,1,range_interpolation
MI-W-21346,"BARREL AND BEAM, LLC",,BARREL AND BEAM,260 NORTHWOODS RD,MARQUETTE,MI,49855,MARQUETTE,46.545819,-87.471101,1,range_interpolation
MI-W-21347,LOGGERS BREWING COMPANY LLC,,LOGGERS BREWING COMPANY,1215 S RIVER RD,SAGINAW,MI,48609,SAGINAW,43.405268,-84.051898,1,range_interpolation
MI-W-21348,"THE BRASS RING BREWING COMPANY, LLC",BRASS RING BREWERY,BRASS RING BREWERY,2404 EASTERN AVE SE,GRAND RAPIDS,MI,49507,KENT,42.919863,-85.647154,1,rooftop
MI-W-21349,"BOSS CIDER COMPANY, LLC",,BOSS CIDER COMPANY,139 S MAIN ST,LESLIE,MI,49251,INGHAM,42.450522,-84.431767,1,range_interpolation
MI-W-21350,CIDERHOUSE 59 LLC,,CIDERHOUSE 59,5647 CONSEAR RD,OTTAWA LAKE,MI,49267,MONROE,41.769329,-83.680094,1,rooftop
MI-W-21351,TULIP CITY BREWSTILLERY LLC,TULIP CITY BREWSTILLERY,TULIP CITY BREWSTILLERY,430 W 17TH ST STE 26,HOLLAND,MI,49423,OTTAWA,42.781842,-86.129211,1,range_interpolation
MI-W-21352,NEU CELLARS LLC,NEU CELLARS,NEU CELLARS,7906 INDIAN HILL RD,HONOR,MI,49640,BENZIE,44.746158,-86.039916,1,rooftop
MI-W-21353,"BELL'S BREWERY, INC.",,BELL'S BREWERY,3525 AIRPORT RD,ESCANABA,MI,49829,DELTA,45.717805,-87.095439,0.6,street_center
MI-W-21354,"BEL LAGO VENTURES, LLC",BEL LAGO,BEL LAGO,6530 S LAKE SHORE DR,CEDAR,MI,49621,LEELANAU,44.880882,-85.728356,1,range_interpolation
MI-W-21355,EAGLE TREE WINERY LLC,,EAGLE TREE WINERY,4085 W WILSON RD,PERRINTON,MI,48871,GRATIOT,43.132321,-84.676127,1,range_interpolation
MI-W-21356,"KROUPA FARMS, LLC",KROUPA FARMS,KROUPA FARMS,6578 E M-72,WILLIAMSBURG,MI,49690,GRAND TRAVERSE,44.772206,-85.442535,1,rooftop
MI-W-21357,DRIFA BREWING COMPANY,DRIFA BREWING COMPANY,DRIFA BREWING COMPANY,501 S LAKE ST UNIT A AND C,MARQUETTE,MI,49855,MARQUETTE,46.531683,-87.394503,1,range_interpolation
MI-W-21358,TOWNIES BREWERY L.L.C.,,TOWNIES BREWERY L.L.C.,2350 W LIBERTY ST,ANN ARBOR,MI,48103,,42.274077,-83.779063,1,rooftop
MI-W-21359,"ERRATIC ALE CO., LLC",,ERRATIC ALE CO.,8080 GRAND ST STE 3,DEXTER,MI,48130,USA,42.335955,-83.890202,1,rooftop
MI-W-21360,HAPPY PANTS LLC,HILLSDALE BREWING COMPANY,HILLSDALE BREWING COMPANY,25 HILLSDALE ST,HILLSDALE,MI,49242,HILLSDALE,41.924547,-84.631513,1,range_interpolation
MI-W-21361,BYGEORGE BREWING LLC,,BYGEORGE BREWING,231 E SUPERIOR ST,MUNISING,MI,49862,ALGER,46.409803,-86.65249,1,range_interpolation
MI-W-21362,"RAILSIDE ORCHARDS, INC",PAINTED TURTLE HARD CIDER,PAINTED TURTLE HARD CIDER,11770 LALLY ST,LOWELL,MI,49331,KENT,43.023349,-85.374584,1,range_interpolation
MI-W-21363,SYKES MEADERY LLC,SYKES MEADERY,SYKES MEADERY,500 E GRAND BLVD,DETROIT,MI,48207,,42.357423,-83.007977,0.9,rooftop
MI-W-21364,NORTH OF 12 LLC,THE WINERY NORTH OF 12,THE WINERY NORTH OF 12,12775 KNAPP RD,BROOKLYN,MI,49230,LENAWEE,42.068359,-84.200062,0.6,street_center
MI-W-21365,"DUNNEBACK FRUIT FARM, LLC",,DUNNEBACK FRUIT FARM,4991 PEACH RIDGE AVE NW,GRAND RAPIDS,MI,49544,KENT,43.054049,-85.745281,1,rooftop
MI-W-21366,"LOVE WINES, LLC",LOVE WINES,LOVE WINES,925 S WASHINGTON ST,LUDINGTON,MI,49431,MASON,43.945845,-86.438912,1,rooftop
MI-W-21367,"SMOKIN' BARRELS ESTATES, LLC.",,SMOKIN' BARRELS ESTATES,6216 SWALLOW LN,YPSILANTI,MI,48197,,42.182164,-83.635508,1,rooftop
MI-W-21368,THE ROCHE COLLECTION LLC,THE ROCHE COLLECTION,THE ROCHE COLLECTION,1627 S BURDICK ST,KALAMAZOO,MI,49001,KALAMAZOO,42.275304,-85.582959,1,range_interpolation
MI-W-21369,WORLD VARIETAL WINERY LLC,,WORLD VARIETAL WINERY,104 MACOMB PL,MT. CLEMENS,MI,48043,MACOMB,42.599671,-82.879483,1,rooftop
MI-W-21370,FLORAL CITY CIDER CO LLC,FLORAL CITY CIDER CO,FLORAL CITY CIDER CO,101 W FIRST ST,MONROE,MI,48161,MONROE,41.916185,-83.399839,1,rooftop
MI-W-21371,"CARNIVAL WINES, LLC",CARNIVAL WINES,CARNIVAL WINES,8506 S SCOTTDALE RD,BERRIEN SPRINGS,MI,49103,BERRIEN,41.964929,-86.427666,1,range_interpolation
MI-W-21372,HANDMAP BREWING LLC,,HANDMAP BREWING,15 CARLYLE ST 1ST FLOOR,BATTLE CREEK,MI,49017,CALHOUN,42.322401,-85.185753,1,range_interpolation
MI-W-21373,"SLEEPWALKER SPIRITS AND ALE, INC.",SLEEPWALKER SPIRITS AND ALE,SLEEPWALKER SPIRITS AND ALE,1101 S WASHINGTON AVE,LANSING,MI,48910,INGHAM,42.72207,-84.552354,1,range_interpolation
MI-W-21374,"SAUGATUCK BREWING COMPANY, INC.",,SAUGATUCK BREWING COMPANY,140 S WESTNEDGE AVE,KALAMAZOO,MI,49007,KALAMAZOO,42.291153,-85.589886,1,range_interpolation
MI-W-21375,ARCLIGHT BREWING COMPANY,,ARCLIGHT BREWING COMPANY,544 N MAIN ST,WATERVLIET,MI,49098,,42.191014,-86.259381,1,range_interpolation
MI-W-21376,RESIDENT BREWER LLC,,RESIDENT BREWER,3012 28TH ST SW,GRANDVILLE,MI,49418,KENT,42.913523,-85.738619,1,range_interpolation
MI-W-21377,WISE MAN BREWING LLC,THREE BRIDGE BREWING COMPANY,THREE BRIDGE BREWING COMPANY,2221 13TH ST,MENOMINEE,MI,49858,,45.11907,-87.618526,1,range_interpolation
MI-W-38,"CHATEAU GRAND TRAVERSE, LTD.",CHATEAU GRAND TRAVERSE,CHATEAU GRAND TRAVERSE,12239 CENTER RD,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.864981,-85.5195,1,rooftop
MI-W-41,BERNARD C. RINK,BOSKYDEL VINEYARD,BOSKYDEL VINEYARD,7501 E OTTO RD,LAKE LEELANAU,MI,49653,LEELANAU,44.936321,-85.703749,1,range_interpolation
MI-W-42,"LEELANAU WINE CELLARS, LTD.",LEELANAU WINE CELLARS,LEELANAU WINE CELLARS,7161 NW BAY SHORE DR,OMENA,MI,49674,LEELANAU,45.060858,-85.586953,0.6,street_center
MI-W-43,"L. MAWBY, LLC",,L. MAWBY,4519 S ELM VALLEY RD,SUTTONS BAY,MI,49682,LEELANAU,44.912848,-85.654011,0.2,range_interpolation
MI-W-49,CHI COMPANY,,CHI COMPANY,10243 RED ARROW HWY,BRIDGMAN,MI,49106,BERRIEN,41.93889,-86.56689,1,range_interpolation
MI-W-50,"HARBOR HILL FRUIT FARMS, INC.",GOOD HARBOR VINEYARDS,GOOD HARBOR VINEYARDS,34 S MANITOU TRL,LAKE LEELANAU,MI,49653,LEELANAU,44.980304,-85.776588,1,range_interpolation
MI-W-51,"ST. JULIAN WINE COMPANY, INC.",ST. JULIAN WINE COMPANY,ST. JULIAN WINE COMPANY,127 S MAIN ST,FRANKENMUTH,MI,48734,SAGINAW,43.334706,-83.738017,1,range_interpolation
MI-W-72,"LEMON CREEK WINERY, LTD.",LEMON CREEK WINERY,LEMON CREEK WINERY,533 E LEMON CREEK RD,BERRIEN SPRINGS,MI,49103,BERRIEN,41.957563,-86.446865,1,range_interpolation
MI-W-84,"BOWERS HARBOR VINEYARD & WINERY, INC.",BOWERS HARBOR VINEYARDS,BOWERS HARBOR VINEYARDS,2896 BOWERS HARBOR RD,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.891707,-85.517285,1,rooftop
MI-W-85,"CHATEAU OPERATIONS, LTD.",CHATEAU CHANTAL,CHATEAU CHANTAL,15900 RUE DE VIN,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.919411,-85.50209,1,rooftop
MI-W-89,"GRAPE HARBOR, INC.",PENINSULA CELLARS,PENINSULA CELLARS,2464 KROUPA RD,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.919519,-85.526271,1,rooftop
MI-W-96,"WILLOW VINEYARD, INC",WILLOW VINEYARD,WILLOW VINEYARD,10702 E HILLTOP RD,SUTTONS BAY,MI,49682,LEELANAU,44.906653,-85.644019,1,range_interpolation
MI-WS-20588,"ISLAND WINERY, LLC",,ISLAND WINERY,8400 CONCORD RD,GROSSE ILE,MI,48131,WAYNE,42.150403,-83.14815,0.9,rooftop
MI-WS-21001,RUTH ANN STODDARD,LATITUDE 42 BREWING COMPANY,LATITUDE 42 BREWING COMPANY,7842 PORTAGE ROAD,PORTAGE,MI,49002,KALAMAZOO,42.207787,-85.560068,1,range_interpolation
MI-WS-21002,"NORTHERN UNITED BREWING COMPANY, LLC",,NORTHERN UNITED BREWING COMPANY,441 W CANFIELD ST,DETROIT,MI,48201,,42.351004,-83.065239,1,rooftop
MI-WS-21006,NIEDERMAIER BREWHOUSE INC.,,NIEDERMAIER BREWHOUSE,2959 HARTMAN RD,TRAVERSE CITY,MI,49685,MICHIGAN,44.715053,-85.635067,1,rooftop
MN-W-15001,GOOSE LAKE FARM AND WINERY LLC,GOOSE LAKE FARM AND WINERY,GOOSE LAKE FARM AND WINERY,6760 213TH AVE,ELK RIVER,MN,55330,SHERBURNE,45.355964,-93.439002,0.9,rooftop
MN-W-15002,"CANNON RIVER WINERY, LLC",CANNON RIVER WINERY,CANNON RIVER WINERY,421 MILL ST,CANNON FALLS,MN,55009,GOODHUE,44.507677,-92.906606,0.9,rooftop
MN-W-15003,LEROY STUMPF & CAROL STUMPF,TWO FOOLS VINEYARD,TWO FOOLS VINEYARD,12501 240TH AVE,PLUMMER,MN,56748,RED LAKE,47.985037,-95.972253,0.9,rooftop
MN-W-15004,"CROFUT FAMILY WINERY AND VINEYARD, LLC",,CROFUT FAMILY WINERY AND VINEYARD,21646 LANGFORD AVE,JORDAN,MN,55352,SCOTT,44.636158,-93.502922,1,rooftop
MN-W-15006,"EGLON SPIRITS, LLC",,EGLON SPIRITS,2976 297TH ST,LAKE PARK,MN,56554,BECKER,46.843088,-96.179244,0.9,rooftop
MN-W-15007,SALEM GLEN VINEYARD AND WINERY LLC,SALEM GLEN VINEYARD AND WINERY,SALEM GLEN VINEYARD AND WINERY,5211 60TH AVE,ROCHESTER,MN,55902,OLMSTED,43.946394,-92.559446,0.9,rooftop
MN-W-15008,GARVIN HEIGHTS VINEYARDS LLC,,GARVIN HEIGHTS VINEYARDS,2255 GARVIN HEIGHTS RD,WINONA,MN,55987,WINONA,44.025548,-91.676848,1,range_interpolation
MN-W-15011,MARK D. HEDIN,WHITE RABBIT VINEYARDS & WINERY,WHITE RABBIT VINEYARDS & WINERY,3482 165TH LN,ANDOVER,MN,55304,ANOKA,45.270822,-93.354448,0.9,rooftop
MN-W-15013,TIMOTHY CLARK HARBO,HARBO CIDER,HARBO CIDER,20758 528TH AVE,LAKE CRYSTAL,MN,56055,BLUE EARTH,44.143869,-94.158418,0.9,range_interpolation
MN-W-15014,"GLACIAL RIDGE WINERY, INC.",GLACIAL RIDGE WINERY,GLACIAL RIDGE WINERY,15455 OLD MILL RD,SPICER,MN,56288,KANDIYOHI,45.272378,-94.94158,1,rooftop
MN-W-15015,"WOODLAND HILL VINEYARDS, LLC",WOODLAND HILL WINERY,WOODLAND HILL WINERY,731 COUNTY ROAD 30,DELANO,MN,55328,WRIGHT,45.04028,-93.78556,0.33,place
MN-W-15016,DOPPELEICHEN VINEYARDS LLC,DOPPELEICHEN VINEYARDS,DOPPELEICHEN VINEYARDS,58608 COUNTY ROAD 21,NEW ULM,MN,56073,BROWN,44.259924,-94.511407,0.33,place
MN-W-15017,"CRYSTAL CREEK FARMS, INC.",,CRYSTAL CREEK FARMS,42618 78TH ST,HILLMAN,MN,56338,MORRISON,45.873058,-93.770224,1,range_interpolation
MN-W-15019,"WINE CREATIONS, LLC",,WINE CREATIONS,5334 MILLER TRUNK HWY,HERMANTOWN,MN,55811,SAINT LOUIS,46.838106,-92.247423,1,rooftop
MN-W-15021,"WHITEWATER WINES, LLC",WHITEWATER WINES,WHITEWATER WINES,10832 FISCHER HILL DR,PLAINVIEW,MN,55964,WABASHA,44.128755,-92.079037,0.5,street_center
MN-W-15023,"MILLNER VINEYARD, LLC",MILLNER HERITAGE VINEYARD & WINERY,MILLNER HERITAGE VINEYARD & WINERY,32025 STATE HIGHWAY 15,KIMBALL,MN,55353,STEARNS,45.210559,-94.317426,1,range_interpolation
MN-W-15024,PARLEY LAKE WINERY LLP,PARLEY LAKE WINERY,PARLEY LAKE WINERY,8180 PARLEY LAKE RD,WACONIA,MN,55387,CARVER,44.871968,-93.729684,1,range_interpolation
